w.weight
0.0578445036623645
0.0392943469805558
-0.197341173606965
-0.263104985640889
-0.257594379204305
-0.392698573023704
-0.414988768179861
-0.303550074621599
-0.25751058661444
-0.289731776055838
-0.461855331421698
-0.474551101936946
-0.313484571391784
-0.304603958918471
-0.232961482784186
-0.135370683039477
