year,id,country,CO2_emissions_transport_cap,gas_cons_capita,diesel_cons_capita,real_gdp_PPP_cap,urban_pop,vehicles_1000cap,share,fuel_cons_capita,gas_share
1996,1,Australia,3.90512116525275,712.904811315603,285.948337065152,31373.9235588219,84.767,0,2.49312452253629,998.853148380755,71.372334609076
1997,1,Australia,3.88805066597522,705.783874277691,296.538316141924,32667.2017904978,84.636,0,2.38007648879985,1002.32219041962,70.4148706896552
1998,1,Australia,3.73338471150319,700.229811340922,303.297525519748,33802.6512894334,84.503,0,2.30872246696035,1003.52733686067,69.7768546626191
1999,1,Australia,3.80333898805943,703.053999788651,309.257106625806,35212.277422312,84.37,0,2.2733640867931,1012.31110641446,69.4503888511926
2000,1,Australia,3.85433443967812,711.011329817783,357.228632590195,35356.3664471444,84.235,0,1.99035369774919,1068.23996240798,66.5591397849462
2001,1,Australia,3.65059536434919,670.839128419101,356.307628908463,36249.5149092484,84.1,0,1.88275263842707,1027.14675732756,65.3109327983952
2002,1,Australia,3.78854127122284,695.21764352667,367.963605646417,36884.5930996953,84.222,0,1.88936523302448,1063.18124917309,65.3903221174556
2003,1,Australia,3.65955241007675,689.857957115715,368.276083918896,38239.2946848035,84.343,0,1.87320868022383,1058.13404103461,65.1957058711761
2004,1,Australia,3.67650135017276,723.242942456552,383.159275415603,39174.384769388,84.463,0,1.88757780082987,1106.40221787216,65.3688984687233
2005,1,Australia,3.66181305630532,691.941083021162,403.043913154333,39925.6631154227,84.582,0,1.71678832116788,1094.9849961755,63.1918323481999
2006,1,Australia,3.79971666729874,666.396107817701,403.857396160963,40703.8989691496,84.7,0,1.65007776049767,1070.25350397866,62.2652582159625
2007,1,Australia,3.8529387763734,668.535981101999,439.945072884058,41337.7712086471,84.822,0,1.51958965404343,1108.48105398606,60.3109975310781
2008,1,Australia,3.97075588786456,648.306759783898,454.981834610244,41295.3952953048,84.943,0,1.42490690939181,1103.28859439414,58.7613035318205
2009,1,Australia,3.90594784277372,613.73705149896,448.835268789445,41156.5171356274,85.063,0,1.36739934264585,1062.57232028841,57.7595557290989
2010,1,Australia,3.98911695385955,592.779527773491,467.506059423197,43056.2530005508,85.182,0,1.26796116504854,1060.28558719669,55.9075342465754
2011,1,Australia,4.08546290318257,580.080572963294,479.543419874664,44117.6954290482,85.3,0,1.20965182488565,1059.62399283796,54.744001351808
1960,2,Austria,0.788089022611748,82.4401255530477,60.1628454982654,9285.12513873956,64.72,57.3249754275925,1.37028301886793,142.602971051313,57.8109452736319
1961,2,Austria,0.836191235024258,89.6095408901036,65.1962328995714,9772.55704794644,64.814,66.9602002399278,1.37445887445888,154.805773789675,57.8851412944394
1962,2,Austria,0.882996177694117,100.282417729146,71.1093507533945,10001.9652540309,64.863,78.0940562120119,1.41025641025641,171.391768482541,58.5106382978723
1963,2,Austria,0.922817432413715,109.813371617508,73.8592474077146,10388.881213919,64.913,87.4604974963806,1.48679245283019,183.672619025223,59.7875569044007
1964,2,Austria,0.98148321014165,122.650111762492,78.767396831668,10842.0431280608,64.962,97.1787567237802,1.55711775043937,201.41750859416,60.8934707903781
1965,2,Austria,1.0130052617324,136.847089812539,83.7586710510915,11141.0231180557,65.011,108.748737602788,1.63382594417078,220.605760863631,62.0324189526185
1966,2,Austria,1.07842464593809,153.508586237819,90.2750671736638,11625.6374640599,65.061,120.403175824965,1.70045385779123,243.783653411483,62.9691876750701
1967,2,Austria,1.10706531320415,167.547829076272,92.8561997712349,11904.9080040259,65.11,130.798463006226,1.8043795620438,260.404028847507,64.3414888079126
1968,2,Austria,1.12613438674326,180.974655052463,93.7238340249343,12390.1224074411,65.159,142.446742274156,1.93093525179856,274.698489077397,65.8811978399607
1969,2,Austria,1.23622618339067,192.311439708482,121.219370102761,12954.4189091005,65.208,151.080727128075,1.58647450110865,313.530809811243,61.3373339048435
1970,2,Austria,1.2844084423148,211.997022667209,120.662866344381,13693.7676578452,65.258,160.249928820962,1.75693673695894,332.65988901159,63.7278582930757
1971,2,Austria,1.36497611605346,239.717927461195,125.591928625387,14321.3176862828,65.301,176.681978571511,1.90870488322718,365.309856086582,65.6204379562044
1972,2,Austria,1.54142917409897,268.285534810114,138.649540223014,15187.6548371815,65.311,193.55263731706,1.93499043977055,406.935075033128,65.9283387622149
1973,2,Austria,1.64366481200403,292.376269012531,147.242692735346,16015.0399504904,65.321,203.094732943015,1.98567591763652,439.618961747877,66.5067466266866
1974,2,Austria,1.52230350143395,267.139077341106,140.544105714434,16320.0384891744,65.331,215.277249567643,1.90074906367041,407.68318305554,65.526145900581
1975,2,Austria,1.50702138319683,282.362764109793,137.223025548684,16383.4834375009,65.341,227.038134674636,2.05769230769231,419.585789658477,67.2955974842768
1976,2,Austria,1.51304435726698,285.505632457761,143.810244497242,16885.2362473202,65.351,241.635577174089,1.98529411764707,429.315876955003,66.5024630541873
